diff_len,diff_word,start_word,common,fuzz_ratio,fuzz_sort_ratio,jaccard,word_share,q1_noun,q2_noun,q1_verb,q2_verb,q1_adj,q2_adj,q1_adverb,q2_adverb,q1_conj,q2_conj,q1_pronoun,q2_pronoun,q1_prepo,q2_prepo,manhatten,cos_sim,euclidean,target
-57,-9,1,3,43,52,0.8,0.15,1,2,0,1,1,2,0,0,0,0,0,1,1,3,5.14102197,0.121301665,1.325668387,0
-11,-2,0,7,84,83,0.6,0.636363636,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1.152716639,0.883360149,0.482990375,1
-2,0,1,4,85,78,1,0.4,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2.325169125,0.412741025,1.083751794,1
32,4,0,1,27,35,0.272727273,0.037037037,6,2,2,1,1,0,1,0,0,0,0,1,0,2,6.237709428,0.010293288,1.406916282,0
7,1,0,9,42,69,0.307692308,0.4,1,3,2,1,1,0,0,0,1,0,0,0,1,1,2.404489141,0.628748423,0.861686227,1
-30,-4,0,0,23,31,0.285714286,0,1,5,0,0,1,0,0,0,0,0,0,0,2,1,5.585632499,0,1.414213562,0
26,4,1,5,38,45,0.083333333,0.166666667,3,1,0,2,2,1,0,1,0,0,0,0,2,3,4.314791502,0.377699007,1.115617312,0
-7,-1,1,4,82,78,0.25,0.571428571,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1.084717987,0.837564815,0.569974007,0
33,7,1,11,32,74,0,0.45,4,1,0,0,0,0,1,1,0,1,1,1,1,0,2.785127055,0.70649318,0.766168153,1
4,3,1,9,72,70,0.777777778,0.421052632,4,2,1,1,2,2,0,0,0,0,0,0,2,2,2.655188584,0.59985537,0.894588878,1
19,2,0,2,30,48,0.1875,0.1,2,2,1,1,1,1,1,1,0,0,1,1,1,0,4.768928915,0.184580736,1.277042884,0
61,11,0,1,26,33,0.181818182,0.045454545,4,0,2,0,1,2,0,1,0,0,0,0,3,0,5.193252273,0.224084877,1.245724788,0
36,5,0,5,28,47,0.230769231,0.095238095,3,1,3,3,1,1,1,0,0,0,0,0,1,1,4.684658141,0.29081587,1.190952669,0
-7,1,0,6,43,60,1,0.208333333,6,2,0,0,2,2,0,0,1,0,0,0,4,3,4.627375837,0.317741402,1.168125505,0
7,1,1,4,73,80,1,0.363636364,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2.198032333,0.49372377,1.006256657,1
-9,-3,1,6,66,68,0.1,0.315789474,2,5,1,0,0,0,0,0,0,0,0,0,2,2,3.497338306,0.48867781,1.01125881,1
-35,-6,1,5,70,68,0.066666667,0.384615385,0,1,1,1,1,1,1,2,0,1,1,1,0,0,2.605090636,0.602339437,0.891807785,0
0,-2,0,5,49,52,0.222222222,0.25,2,1,0,0,1,1,0,1,0,0,1,1,1,2,3.366201,0.504600868,0.995388499,0
3,4,1,11,68,70,0.181818182,0.384615385,3,3,1,1,1,1,0,0,1,1,0,1,3,2,4.093365641,0.409138333,1.087070989,1
0,0,1,8,100,100,0.818181818,1,3,3,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1
-1,0,1,7,83,78,0.666666667,0.636363636,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1.299632541,0.79077897,0.646870976,1
7,2,1,7,81,76,1,0.636363636,3,3,0,0,1,0,0,0,0,0,0,0,1,1,1.674643214,0.738990602,0.722508683,0
-97,-14,0,9,33,41,0.111111111,0.0625,4,10,1,1,0,2,0,0,0,1,1,0,1,2,4.530518981,0.452795147,1.046140385,0
-30,-7,0,5,45,44,0,0.210526316,2,3,0,1,2,1,0,0,0,0,0,1,1,2,3.753482725,0.512037482,0.987889182,0
-10,-2,0,3,50,76,0.181818182,0.428571429,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.514855469,0.776582304,0.668457472,1
20,2,1,6,75,71,0,0.333333333,1,3,0,0,2,1,0,0,1,1,0,0,2,1,3.56222692,0.413283485,1.083251139,0
74,15,0,3,20,26,0.142857143,0.046511628,7,1,4,2,1,0,2,0,1,0,1,2,3,2,7.126334359,0.017311915,1.401918746,0
12,2,0,8,79,75,0.363636364,0.384615385,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1.360676544,0.852052172,0.543962918,0
-1,-1,0,2,75,71,0.714285714,0.285714286,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1.738450561,0.656197512,0.829219498,1
8,0,1,4,67,69,0.083333333,0.5,0,1,1,2,1,0,0,0,0,0,1,0,0,0,1.845472452,0.615651,0.876754241,1
65,10,1,6,53,57,0.2,0.272727273,2,2,1,2,5,1,0,0,2,0,0,0,2,1,3.932709073,0.5129838,0.986930798,1
-10,-1,1,7,58,70,0.166666667,0.4375,3,2,1,2,0,1,1,2,1,1,0,0,2,1,2.435716743,0.604486391,0.889397109,1
-6,-1,1,9,88,87,0.636363636,0.533333333,2,2,0,0,2,2,0,0,0,0,0,0,1,1,1.456135252,0.798573124,0.634707611,1
3,0,1,6,92,90,1,0.6,1,2,0,0,1,1,0,0,0,0,0,0,1,1,1.714549469,0.630664339,0.859459901,1
11,4,0,3,49,50,1,0.176470588,4,2,1,0,0,1,0,0,1,0,1,0,2,2,3.887540742,0.231417901,1.239824261,1
22,5,1,16,67,76,0.066666667,0.380952381,6,3,2,2,0,1,0,0,0,0,0,0,1,0,0.993543058,0.847264824,0.552693724,0
-42,-9,0,6,33,58,0.166666667,0.178571429,3,2,1,0,0,1,0,3,0,2,0,2,1,0,4.400523202,0.402612409,1.093057722,0
4,-1,0,10,64,58,0.181818182,0.25,4,6,1,2,4,2,0,0,0,0,0,1,3,1,3.999984347,0.550656651,0.947990875,0
9,3,0,3,56,53,0,0.1875,1,0,1,2,1,0,1,0,1,0,0,1,0,1,3.892314047,0.236305145,1.23587609,0
-15,-3,0,4,28,45,0.25,0.086956522,1,2,3,1,0,1,0,3,0,1,0,0,1,2,3.987965119,0.504416933,0.995573269,0
1,0,1,7,83,76,0.846153846,0.636363636,2,1,2,2,0,0,0,0,0,0,0,0,1,1,1.38835993,0.733291058,0.730354629,1
13,3,1,5,78,75,0,0.5,2,1,0,0,0,1,0,0,0,0,0,0,2,1,1.183596521,0.827762167,0.586920494,0
20,2,1,1,22,43,0.333333333,0.043478261,3,0,0,0,1,3,0,0,0,1,0,0,2,0,6.113830941,0.008095627,1.408477456,0
3,2,0,2,46,57,0,0.125,2,1,2,1,0,0,1,0,0,0,0,0,0,0,3.75183146,0.376075767,1.117071379,0
-7,-1,0,3,52,51,0.222222222,0.214285714,3,3,2,1,0,0,0,0,0,0,0,0,1,0,2.774731054,0.557366019,0.940886795,0
1,0,1,8,99,99,0.384615385,0.8,0,1,0,0,2,2,0,0,1,1,0,0,1,1,1.495227981,0.577216294,0.919547395,1
-13,1,0,7,46,48,0.125,0.148148148,4,3,1,1,1,1,0,0,1,1,0,0,1,1,3.956738832,0.474300704,1.025377292,0
5,1,0,3,59,56,0.75,0.25,1,1,2,1,1,1,0,0,0,0,0,0,0,0,2.985445183,0.377182465,1.116080226,1
-6,-1,0,1,55,60,0.083333333,0.1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,2.571293093,0.579768113,0.916768113,0
15,4,0,10,63,85,0.222222222,0.6,4,4,0,0,1,1,0,0,1,1,0,0,2,1,2.244030998,0.562262606,0.935668097,0
51,11,0,4,40,47,0.4,0.083333333,6,2,0,2,3,0,1,0,1,0,0,0,2,1,6.750228337,0.08939766,1.349520167,0
-22,-5,1,8,62,67,1,0.421052632,2,5,2,2,1,2,0,0,0,1,0,0,2,2,2.926000169,0.517982082,0.981853266,1
0,0,1,4,51,65,0.25,0.285714286,3,2,0,0,3,1,0,0,0,0,0,0,1,1,3.410286489,0.404105034,1.091691317,0
6,0,1,4,50,71,0.083333333,0.333333333,2,1,0,1,1,1,0,0,0,0,0,1,2,1,1.737234985,0.788980775,0.649644865,0
-14,-1,1,4,57,63,0.1,0.363636364,2,2,0,0,1,1,0,1,0,0,0,0,1,1,2.932563382,0.427047971,1.070469083,1
17,0,0,3,59,45,0.4,0.176470588,2,0,0,1,3,3,1,0,0,0,0,1,0,1,4.057338641,0.332194104,1.155686719,0
-17,-7,0,7,57,66,0.2,0.260869565,3,6,1,0,2,1,0,0,0,0,1,1,1,3,3.564449075,0.483300749,1.016562099,0
24,8,0,3,29,40,0,0.090909091,3,3,3,1,1,2,0,0,1,0,2,0,3,3,6.260501394,0.06886592,1.364649464,0
30,5,1,12,35,44,0,0.150943396,2,7,1,3,5,4,1,1,1,0,2,0,5,4,7.724153003,0.155461392,1.299645034,0
22,2,0,5,37,49,0.166666667,0.151515152,3,4,0,0,2,0,1,0,1,1,1,0,2,3,5.402822804,0.326160764,1.160895547,0
-1,0,1,11,95,91,0.454545455,0.846153846,2,2,1,1,2,2,0,0,0,0,1,1,1,1,0.64201597,0.914609871,0.413255681,0
38,6,0,11,30,44,1,0.137254902,8,7,3,3,4,1,1,0,0,0,1,2,3,5,6.839368615,0.219330493,1.249535519,0
2,0,1,9,98,92,1,0.818181818,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0.709188539,0.90399789,0.438182862,1
-2,0,1,6,48,69,0,0.384615385,3,3,1,0,0,2,0,0,0,0,0,0,2,1,2.34779759,0.605282858,0.888501144,1
-19,-4,0,6,21,42,0,0.095238095,8,4,1,2,1,2,0,0,0,0,0,3,4,1,7.235915313,0.080065494,1.356417713,0
3,1,1,5,60,56,0.090909091,0.277777778,3,1,1,1,1,0,0,0,1,0,0,0,1,1,4.065513443,0.258348641,1.217909158,0
22,3,1,5,67,58,0.083333333,0.5,2,2,0,0,1,0,0,0,0,0,0,0,1,1,2.966281152,0.337740876,1.150877165,0
22,4,1,8,51,54,0.25,0.363636364,2,2,1,0,1,2,0,0,1,1,0,0,3,1,3.713269051,0.459246167,1.039955608,1
12,3,0,2,34,35,0.5,0.055555556,2,2,1,0,2,1,0,0,0,1,1,0,0,0,4.375553264,0.314780935,1.170657136,0
32,7,1,2,32,38,0,0.133333333,1,1,1,0,0,0,0,0,0,0,0,0,1,1,4.402025751,0.042514626,1.383824681,0
29,3,1,7,53,57,0.222222222,0.315789474,2,1,2,3,2,1,1,1,0,0,0,1,1,0,4.011733767,0.348511322,1.141480335,0
-21,-4,0,20,60,72,0,0.393939394,5,8,0,1,4,3,1,1,1,0,0,1,3,4,3.124077062,0.68146544,0.798166098,1
-12,-1,0,3,52,51,0.117647059,0.088235294,2,4,0,0,2,3,0,1,0,0,0,0,3,3,6.594747405,0.130493258,1.318716605,0
0,-1,1,4,73,70,0.714285714,0.307692308,2,2,0,1,0,0,0,0,0,0,0,0,1,0,3.331855836,0.341433134,1.147664469,1
-5,-1,1,5,85,78,1,0.5,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1.155761582,0.818250123,0.602909408,1
-6,-1,1,9,93,93,0.714285714,0.642857143,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1.839785511,0.667209112,0.815831953,1
0,0,1,22,99,99,1,0.727272727,6,6,0,0,1,1,0,0,0,0,0,0,5,5,0,1,0,0
-18,-5,1,9,61,61,0,0.296296296,1,2,1,2,1,1,0,1,0,0,3,3,3,3,4.391306962,0.443996943,1.054517005,0
-6,-2,1,6,76,72,0,0.6,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0.967419038,0.897367659,0.453061455,1
-9,-2,1,10,74,91,0.333333333,0.833333333,2,3,2,2,0,0,0,0,0,0,0,0,2,2,0.869900603,0.885030502,0.479519546,1
38,5,0,8,72,71,0.411764706,0.533333333,1,1,0,0,2,2,2,1,1,0,0,0,1,1,3.278178107,0.438010976,1.06017831,0
-11,-1,0,2,41,47,0.230769231,0.153846154,1,2,1,1,1,2,0,0,0,0,0,0,0,1,3.332926092,0.399406245,1.095987002,0
-21,-3,1,5,42,60,0,0.307692308,2,7,0,0,1,2,0,0,0,0,0,0,1,0,2.748530209,0.43140379,1.066392245,0
-62,-10,1,3,30,29,0.083333333,0.111111111,2,8,0,1,0,1,0,0,0,0,0,1,2,2,6.064160038,0.025247007,1.396247108,0
3,1,1,4,95,95,0.384615385,0.8,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0.987950565,0.780785648,0.662139489,1
-12,-2,1,6,76,68,0.25,0.5,2,3,2,1,1,1,0,0,0,0,0,0,0,1,1.656635404,0.75529301,0.699581289,1
-13,-1,0,3,66,63,0.111111111,0.25,2,3,0,0,1,2,0,0,0,0,0,0,0,1,2.626069388,0.509295933,0.990660454,1
-7,-3,0,2,45,41,0.2,0.133333333,1,2,0,2,0,0,0,0,0,0,0,1,0,1,3.240926213,0.439538128,1.058736862,0
-17,-3,1,11,62,75,0.166666667,0.526315789,3,4,0,0,1,0,0,2,1,2,0,0,1,1,2.615052459,0.651176364,0.835252819,1
-7,-2,1,11,87,85,0.125,0.538461538,3,3,0,0,1,2,0,0,0,0,0,0,1,2,1.463122635,0.845401323,0.556055172,1
-6,-2,0,7,57,50,0.142857143,0.272727273,1,2,1,3,2,2,1,0,1,2,0,0,0,0,4.665094731,0.193025838,1.270412659,0
12,3,0,3,49,47,0.333333333,0.166666667,2,1,2,2,0,2,0,0,0,0,0,0,2,1,3.134165295,0.476190868,1.023532248,0
-15,-2,1,3,51,61,0.076923077,0.272727273,2,3,0,0,1,0,0,0,0,0,0,0,0,1,2.983109685,0.302607546,1.181010122,1
13,2,1,4,70,64,1,0.4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2.829648778,0.263421113,1.213737111,1
-4,0,1,7,88,78,1,0.777777778,1,1,2,2,0,0,0,0,0,0,0,0,1,1,1.182798504,0.685489337,0.793108647,0
37,7,0,8,68,74,1,0.470588235,0,0,1,1,2,1,2,1,0,0,1,0,2,0,2.159778622,0.73697717,0.725290052,1
56,11,0,10,19,44,1,0.222222222,5,3,2,1,0,0,1,0,0,0,1,1,4,2,4.162915888,0.448978565,1.049782296,0
-56,-13,1,9,47,57,0.058823529,0.178571429,0,8,0,0,0,0,0,0,2,1,0,0,1,4,4.353192654,0.370232138,1.122290392,0
-2,-1,0,5,50,52,0.125,0.208333333,4,8,2,0,1,3,0,0,0,0,0,0,1,2,4.629218989,0.299127627,1.183953017,0
-5,-1,1,5,48,50,0.714285714,0.25,3,5,1,0,1,0,1,0,0,0,0,0,1,2,4.181875864,0.389392442,1.105086022,0
31,6,0,4,46,54,0.181818182,0.222222222,1,1,4,1,0,1,1,1,1,0,0,0,1,1,3.526048167,0.50412963,0.995861808,0
0,0,1,6,66,71,0.090909091,0.375,2,4,0,2,0,1,1,0,0,0,0,0,1,1,3.293330339,0.388651123,1.105756644,0
-9,-1,0,11,56,62,0.142857143,0.37037037,3,6,2,1,1,2,0,0,1,2,1,0,2,0,3.920130321,0.453941353,1.045044159,0
2,1,0,5,80,82,0,0.416666667,1,1,0,0,2,2,0,0,0,0,0,0,1,1,2.316527144,0.547393083,0.951427262,1
-43,-5,0,3,24,37,0.3,0.068965517,2,6,0,2,1,0,0,0,0,1,1,0,1,3,6.504208288,0.022701055,1.398069344,0
7,2,1,8,87,76,0.111111111,0.666666667,2,1,1,1,1,1,0,0,0,0,0,0,2,1,1.888520406,0.580072471,0.916436063,1
8,1,0,5,55,77,0.222222222,0.625,1,0,2,2,1,1,0,0,0,0,0,0,0,0,1.295831804,0.810754166,0.615216765,1
-9,0,0,9,49,70,0,0.310344828,8,4,1,0,1,2,0,0,0,1,0,0,2,2,4.432231287,0.448525038,1.050214228,1
-6,-2,1,10,81,82,0.6,0.625,3,5,4,4,1,0,0,0,0,1,0,0,1,1,1.602665291,0.811333731,0.614273993,0
10,0,0,5,32,49,0,0.185185185,3,4,0,0,2,3,0,1,0,0,1,0,2,2,5.148566026,0.245809561,1.228161585,0
6,1,1,5,88,88,0.333333333,0.833333333,0,0,2,2,1,0,0,0,0,0,1,1,0,0,1.001501816,0.79806557,0.635506775,0
70,14,0,7,15,36,0.375,0.071428571,8,2,1,0,2,1,0,0,0,0,1,0,1,1,5.331712493,0.24296924,1.230472072,0
9,2,1,7,67,61,0.5,0.333333333,1,0,1,2,2,1,1,0,0,0,1,1,1,2,3.163841782,0.547727336,0.951075879,0
-23,-4,0,2,41,42,1,0.142857143,1,2,1,1,0,1,0,0,0,0,0,0,0,0,3.726520604,0.349947935,1.140221088,0
2,0,1,5,80,73,0.222222222,0.454545455,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1.975450976,0.574968632,0.921988469,0
26,4,1,4,60,59,0.076923077,0.333333333,4,2,0,1,1,0,0,0,1,1,0,0,1,0,2.505171603,0.607979047,0.885461408,0
0,0,1,17,99,99,0.666666667,0.647058824,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.789025115,0.845245482,0.556335363,1
-18,-2,1,12,72,74,0.181818182,0.578947368,4,5,2,2,1,2,0,0,0,0,0,0,2,3,2.568522334,0.651962015,0.834311674,0
-39,-6,0,18,24,62,0.5,0.25,3,5,1,1,0,1,0,1,1,0,3,4,3,4,5.595565369,0.33087005,1.156831838,0
51,9,0,10,50,60,0.076923077,0.421052632,6,3,0,0,0,0,0,0,0,0,0,0,2,2,2.489986517,0.7208849,0.747148044,0
-1,-1,1,6,72,69,1,0.416666667,2,2,0,0,0,1,0,0,0,0,0,0,1,1,2.704192476,0.352155941,1.138282969,1
-12,-2,1,3,62,61,0.142857143,0.333333333,0,1,2,2,0,0,0,0,0,0,1,0,0,1,1.66637478,0.736090794,0.726511123,0
-7,0,0,2,51,49,0,0.125,3,2,1,0,1,1,0,0,0,0,0,0,1,1,2.750615055,0.617241079,0.874938765,0
-4,-1,1,7,80,80,1,0.4375,1,2,0,0,0,0,0,0,0,0,0,1,2,1,2.790587448,0.463385382,1.035967777,1
-29,-7,1,4,42,50,0.111111111,0.266666667,0,2,1,1,1,0,0,1,0,1,1,1,0,1,3.603980555,0.41848822,1.0784357,0
0,0,0,3,59,61,0,0.333333333,1,1,0,2,1,1,1,0,0,0,0,0,0,0,1.295275373,0.803435456,0.627000071,0
-72,-13,1,17,39,47,0.083333333,0.264705882,1,7,1,3,4,3,1,1,1,1,1,2,0,3,5.205208478,0.281233356,1.198971763,0
27,2,1,6,52,50,0.333333333,0.25,3,5,1,1,1,1,0,0,0,1,1,0,4,1,4.09182129,0.461357518,1.037923391,0
2,0,1,27,95,95,1,0.777777778,6,6,1,1,3,3,0,0,0,0,1,1,3,3,0.980093575,0.86866427,0.512514838,0
-14,-2,0,5,43,48,0.076923077,0.076923077,5,6,5,1,2,1,0,1,0,0,0,0,2,3,6.847161416,0.138095218,1.312939284,0
8,1,1,3,78,77,1,0.375,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2.699928205,0.060602556,1.370691391,0
-2,1,1,4,67,71,0,0.307692308,2,1,2,1,0,1,0,0,0,0,1,1,1,1,2.117260575,0.672627406,0.809163264,0
-32,-2,0,12,37,54,0.2,0.155555556,3,5,2,0,3,2,1,1,0,0,2,2,3,4,6.338117144,0.239522686,1.233269892,0
-1,0,1,17,94,92,0.25,0.777777778,3,4,2,2,0,0,1,1,0,0,1,1,2,2,0.95215506,0.791348215,0.645990379,0
8,4,1,12,75,80,0.2,0.5,3,1,0,0,3,1,0,1,2,0,1,0,1,2,2.116549191,0.653647014,0.832289596,1
-45,-10,0,3,29,47,0.333333333,0.12,2,2,1,3,1,2,0,0,0,1,0,3,1,2,5.2044076,0.274512717,1.204564056,0
-3,0,1,11,95,95,0.3,0.846153846,3,3,0,0,2,2,0,0,2,2,0,0,2,2,1.180703024,0.781957858,0.660366781,0
13,3,1,7,62,76,0.25,0.5,3,2,1,0,0,0,0,0,0,0,0,0,1,1,1.942681602,0.705649603,0.767268397,0
-11,-2,0,3,54,51,1,0.2,2,3,1,2,0,0,0,0,0,0,0,0,1,2,3.266684467,0.413451078,1.083096415,0
-62,-14,0,13,59,52,0.214285714,0.294117647,3,4,0,2,1,3,1,0,0,0,1,2,3,5,4.558505028,0.502243955,0.997753522,1
5,1,1,6,56,72,0,0.416666667,1,2,0,0,2,0,0,0,0,1,1,0,0,0,1.891269009,0.750269781,0.70672515,0
-16,-3,1,7,81,75,0.1,0.583333333,1,2,1,1,3,3,0,0,0,0,0,0,0,1,1.607402386,0.751606203,0.704831607,0
23,3,1,7,59,60,0.4,0.352941176,2,2,0,1,2,1,0,0,0,0,1,0,2,1,3.200700366,0.463968657,1.035404601,0
21,4,0,6,59,64,1,0.5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0.747177229,0.929348197,0.375903718,1
1,1,0,3,60,73,0.125,0.3,0,0,2,2,1,1,0,0,0,0,0,0,0,0,2.745983206,0.308675427,1.175861023,1
51,8,0,2,35,41,0.222222222,0.111111111,5,2,0,0,0,1,0,0,1,0,0,0,2,0,3.651465531,0.500517703,0.999482163,0
26,4,1,26,87,87,0.75,0.555555556,6,5,0,0,2,2,0,0,0,0,0,0,5,4,1.523514932,0.827672228,0.587073713,0
-20,-5,1,6,69,69,1,0.4,1,4,1,1,0,0,1,1,0,0,0,0,1,3,2.669133326,0.554733786,0.943680257,1
-17,-1,1,4,55,54,1,0.235294118,1,1,1,2,0,1,0,0,0,0,0,0,0,0,3.092662275,0.545583472,0.95332736,1
-30,-5,0,5,63,62,0.636363636,0.5,1,1,1,1,0,2,0,0,0,0,0,0,1,1,2.292982797,0.585459442,0.910538915,1
-36,-8,1,4,46,43,0.111111111,0.181818182,1,8,0,0,1,0,1,1,0,2,0,0,0,1,4.02120778,0.468710462,1.030814763,0
-50,-8,1,5,55,52,0.133333333,0.263157895,1,2,0,1,1,4,0,0,0,1,0,0,1,1,4.339204297,0.286552073,1.194527461,0
7,-1,0,3,63,63,0.222222222,0.214285714,2,2,0,0,1,1,0,0,0,0,0,0,1,1,3.57271984,0.286574104,1.194509017,0
20,4,1,8,81,81,0.153846154,0.636363636,2,2,0,0,2,2,0,0,0,0,1,0,0,0,1.086202447,0.921387349,0.396516459,1
1,-2,1,5,52,55,0.1,0.25,1,3,1,2,2,2,0,0,1,0,1,1,0,1,3.195639906,0.427001499,1.070512495,0
6,1,1,9,82,86,0.25,0.615384615,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1.588047494,0.709758866,0.761893869,0
-48,-12,0,21,44,49,0.125,0.297297297,2,1,5,8,1,3,0,0,1,1,3,7,2,3,4.022889997,0.533777993,0.965631407,0
-14,-3,1,7,83,83,0.75,0.583333333,1,1,0,0,1,2,1,2,0,0,0,0,1,1,2.160101157,0.623173294,0.86813214,1
4,0,1,5,81,71,1,0.555555556,0,1,1,1,2,1,0,0,0,0,0,0,0,0,2.368491426,0.385425077,1.108670305,1
28,5,0,5,63,59,1,0.277777778,3,2,0,1,1,0,0,0,0,0,0,1,4,1,2.897112244,0.645199648,0.842378006,1
-19,-4,1,6,71,67,0,0.428571429,1,3,0,0,2,1,0,0,0,0,0,0,1,2,2.620709121,0.584116203,0.912012935,1
-1,0,1,8,90,87,1,0.571428571,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1.529218911,0.750299371,0.70668328,1
32,9,0,3,19,38,0.181818182,0.0625,3,4,3,3,3,2,1,1,0,1,3,1,5,1,8.418171785,0.026774886,1.395152403,0
-10,-2,1,6,82,83,0.777777778,0.5,2,2,1,1,0,0,0,0,0,0,0,1,2,2,1.420768052,0.846328818,0.554384672,1
-4,-1,0,4,57,56,0.666666667,0.444444444,2,3,0,0,1,0,0,0,0,0,0,0,1,2,2.419077697,0.363032111,1.128687635,0
6,1,0,7,71,87,1,0.7,4,2,0,1,1,2,0,0,0,0,0,0,1,1,0.838577203,0.874411044,0.501176528,0
7,1,0,4,68,62,0.6,0.307692308,1,1,2,2,1,2,0,0,0,0,0,0,1,1,2.147821073,0.633897579,0.855689688,1
57,8,0,0,25,18,0.166666667,0,8,2,1,2,1,0,0,1,3,0,1,0,3,0,5.957085938,0,1.414213562,0
33,4,0,3,37,51,0,0.130434783,2,3,2,0,0,1,0,0,0,0,0,0,3,2,5.253557129,0.162700823,1.294062732,0
8,1,0,6,71,75,0.333333333,0.461538462,3,2,2,1,0,1,0,0,0,0,1,0,1,0,2.131271388,0.694609686,0.781524553,1
43,7,0,1,37,44,0.25,0.0625,3,0,0,0,1,0,1,0,1,0,0,0,0,0,4.389338561,0.220213635,1.248828543,0
-1,0,0,2,87,81,0.777777778,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33445903,0.973127297,0.231830554,1
0,0,1,5,70,51,0.142857143,0.555555556,2,2,0,0,1,1,1,1,0,0,0,0,1,1,2.559621299,0.266978367,1.210802736,0
12,3,1,7,86,86,0,0.7,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1.762667237,0.741364059,0.719216158,1
-7,-3,1,7,79,71,0.5,0.4375,2,3,1,1,0,0,0,0,0,0,1,0,1,2,2.414734329,0.510139134,0.989808937,1
14,4,0,10,65,69,0.090909091,0.307692308,4,2,2,2,1,2,2,1,0,0,1,1,2,1,4.027445908,0.505770762,0.99421249,1
5,0,1,6,82,80,0.1,0.5,0,1,2,2,1,2,1,0,0,0,0,0,1,1,3.032755755,0.238797473,1.233857794,1
-8,-2,0,5,65,64,0.111111111,0.333333333,4,2,1,2,0,0,0,0,0,0,0,0,3,3,2.488520078,0.589990268,0.905549261,1
18,3,1,9,76,73,0.846153846,0.5,2,1,0,1,4,2,0,0,1,0,1,1,2,2,2.383581864,0.590718168,0.904745083,1
39,8,0,4,38,35,0.083333333,0.1,3,2,0,2,5,0,0,0,1,0,0,0,1,1,3.873872334,0.402942972,1.092755259,0
35,4,1,5,37,53,0.090909091,0.384615385,2,0,1,1,1,1,0,0,0,0,0,0,0,0,2.57703953,0.627058605,0.86364506,0
6,-2,1,9,88,84,0.555555556,0.692307692,2,3,2,2,0,0,1,0,0,0,0,0,1,1,0.835716503,0.866625107,0.516478252,0
-3,0,1,3,75,67,1,0.333333333,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2.706143796,0.292264024,1.189736085,0
-63,-12,0,2,38,42,0,0.071428571,0,6,0,3,2,2,1,0,1,1,0,0,0,2,5.679992813,0.169157299,1.289063769,0
-7,-1,1,5,76,76,1,0.625,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.805313109,0.427269837,1.070261803,0
16,5,0,4,67,77,1,0.235294118,3,1,0,1,3,2,0,0,0,0,1,0,1,1,3.503915206,0.440276149,1.058039556,1
5,0,1,3,68,70,0.090909091,0.333333333,0,1,0,0,1,1,0,0,0,0,0,0,1,1,2.598383146,0.401574826,1.094006558,1
-4,0,0,1,53,55,0.166666667,0.111111111,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2.435788093,0.563770503,0.934055134,0
-37,-9,0,1,40,50,0.142857143,0.038461538,3,2,0,2,1,1,1,0,1,0,0,0,0,2,5.724607222,0.11695598,1.328942452,0
2,0,1,5,82,75,1,0.555555556,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.05445556,0.531771586,0.967706995,1
15,3,1,3,77,76,0.411764706,0.375,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1.480880004,0.766691101,0.683094282,0
-86,-21,0,11,13,42,0.285714286,0.184210526,3,5,3,3,2,4,0,0,0,3,0,2,0,2,6.08623216,0.168282673,1.289742088,0
-48,-9,1,9,47,48,1,0.352941176,3,6,0,0,0,2,0,0,0,0,0,0,1,2,2.600173801,0.56272649,0.935172187,0
5,0,1,6,77,72,1,0.5,1,0,1,2,0,0,0,1,0,0,1,1,2,1,2.548204711,0.417205508,1.079624465,1
17,2,0,2,32,36,0.333333333,0.047619048,2,2,0,3,4,1,0,0,1,0,0,0,1,1,4.818482682,0.245951334,1.228046144,0
42,8,0,0,25,32,0.3,0,3,3,2,0,2,1,0,0,0,0,0,0,1,0,5.869088805,0,1.414213562,0
